UserID,CourseName,trainingName,SessionDuration,SessionsPerWeek,CourseCompletion,UserSatisfaction,SignUpDate,LastActiveDate,QuizScores,FeedbackComments
user_274,Triple-buffered asynchronous model,Bac+5 Lead Dev,101,1,0,1,2023-09-14,2024-02-05,90.70403005380288,Très bon équilibre entre théorie et pratique.
user_275,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,54,4,1,2,2023-05-24,2024-02-12,50.81975022396981,Très bon équilibre entre théorie et pratique.
user_276,Expanded zero administration structure,Bac+5 Dev VR & Jeux Vidéo,26,3,0,2,2023-08-08,2024-04-17,78.55031829799725,Le matériel pédagogique était obsolète.
user_277,Innovative upward-trending intranet,,81,4,0,2,2023-07-26,2024-05-11,95.2521603057522,L'équipe de niveau au sol explique presque.
user_278,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,39,3,0,5,2023-08-13,2024-04-15,50.7023880428719,Très bon équilibre entre théorie et pratique.
user_279,Team-oriented heuristic Graphic Interface,Bac+5 Dev VR & Jeux Vidéo,46,5,0,1,2023-03-06,2024-04-05,77.3148997066859,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_280,Team-oriented heuristic Graphic Interface,Bac+5 Lead Développeur B-School by BNP Paribas,10,9,1,3,2023-05-29,2024-03-31,98.38542751618787,Le formateur n'était pas assez disponible pour répondre aux questions.
user_281,Team-oriented heuristic Graphic Interface,Bac+5 Lead Dev,116,4,0,3,2023-12-19,2024-02-07,87.58875907198114,"Bonne pédagogie, mais un peu trop rapide."
user_282,Implemented exuding customer loyalty,Bac+5 Lead Dev,22,9,1,1,2023-10-27,2024-04-03,91.48086895369264,J'ai apprécié le contenu clair et structuré.
user_283,Adaptive system-worthy paradigm,Bac+3 Développement Web,105,1,1,4,2023-12-22,2024-03-25,68.51188430088543,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_284,Self-enabling object-oriented process improvement,,91,9,1,2,2023-06-28,2024-01-17,70.68395548495434,Avant la jambe d'huile vers le nord surtout ceci.
user_285,Ameliorated local capability,Bac+3 Développement Web,99,8,1,4,2023-06-17,2024-04-23,57.6265553647491,Le rythme de la formation était trop rapide pour moi.
user_286,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,91,8,1,1,2023-11-14,2024-06-02,73.64708197811026,La formation était très enrichissante.
user_287,Team-oriented heuristic Graphic Interface,Bac+5 Lead Développeur B-School by BNP Paribas,52,1,1,2,2023-12-25,2024-05-20,96.79091859978728,Le matériel pédagogique était obsolète.
user_288,Adaptive system-worthy paradigm,Bac+5 Dev VR & Jeux Vidéo,106,4,0,5,2023-12-25,2024-05-19,79.09404487284789,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_289,Innovative upward-trending intranet,Bac+3 Développement Web,46,5,1,2,2023-06-15,2024-01-20,64.15272232738991,La formation a répondu à mes attentes.
user_290,Innovative upward-trending intranet,Bac+5 Dev VR & Jeux Vidéo,38,6,1,4,2023-02-18,2024-04-21,72.43163691269328,Les exercices pratiques m'ont beaucoup aidé.
user_291,Adaptive system-worthy paradigm,Bac+5 Dev VR & Jeux Vidéo,66,2,1,2,2023-10-06,2024-02-20,80.87827113178861,Les exercices pratiques m'ont beaucoup aidé.
user_292,Triple-buffered asynchronous model,Bac+3 Développement Web,68,7,1,3,2023-09-13,2024-05-15,62.37654843929174,Support de cours très complet.
user_293,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,7,4,0,1,2023-06-04,2024-04-27,79.0679680399567,Contenu intéressant mais parfois trop dense.
user_294,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,11,6,0,4,2023-02-18,2024-02-02,72.00794127786062,La formation était très enrichissante.
user_295,Triple-buffered asynchronous model,Bac+3 Développement Web,83,8,1,2,2023-04-16,2024-05-18,68.57479795078882,Support de cours très complet.
user_296,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,39,1,0,5,2023-05-29,2024-04-07,73.35163328291704,"Bonne pédagogie, mais un peu trop rapide."
user_297,Front-line next generation solution,Bac+5 Dev VR & Jeux Vidéo,96,7,0,5,2023-07-11,2024-05-31,72.2407666738486,La formation était très enrichissante.
user_298,Expanded didactic customer loyalty,Bac+3 Développement Web,28,3,1,1,2023-07-11,2024-06-12,51.59150053787659,La formation manquait d'interactivité et d'exemples concrets.
user_299,Centralized responsive capacity,Bac+3 Développement Web,52,9,0,3,2023-04-22,2024-03-22,56.01225814675321,La formation manquait d'interactivité et d'exemples concrets.
user_300,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,57,4,0,3,2023-11-15,2024-01-09,73.09579152085954,Contenu intéressant mais parfois trop dense.
user_301,Innovative upward-trending intranet,Bac+5 Lead Dev,5,1,1,2,2023-02-05,2024-03-27,89.92462373453024,Le matériel pédagogique était obsolète.
user_302,Proactive demand-driven open system,Bac+3 Développement Web,74,8,0,3,2023-05-24,2024-03-09,56.52029785458987,Support de cours très complet.
user_303,Adaptive system-worthy paradigm,Bac+3 Développement Web,113,9,0,4,2023-07-13,2024-02-16,60.34198534202552,La formation manquait d'interactivité et d'exemples concrets.
user_304,Ameliorated local capability,Bac+5 Lead Développeur B-School by BNP Paribas,7,3,1,3,2023-04-19,2024-06-10,98.10086113663412,Le formateur était très compétent.
user_305,Triple-buffered asynchronous model,Bac+5 Dev VR & Jeux Vidéo,41,6,0,2,2023-12-17,2024-04-15,81.96062521428897,Très bon équilibre entre théorie et pratique.
user_306,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,80,9,1,1,2023-03-11,2024-02-25,60.807817726601286,Le contenu était trop théorique et peu applicable en pratique.
user_307,Team-oriented heuristic Graphic Interface,Bac+5 Lead Dev,67,7,0,4,2023-08-29,2024-05-27,91.01435036790816,"Bonne pédagogie, mais un peu trop rapide."
user_308,Team-oriented tangible array,Bac+3 Développement Web,103,4,0,3,2023-08-03,2024-04-22,57.78360467919097,Le rythme de la formation était trop rapide pour moi.
user_309,Managed encompassing capacity,Bac+3 Développement Web,118,9,0,4,2023-09-14,2024-03-14,65.81168570142695,Très bon équilibre entre théorie et pratique.
user_310,Team-oriented heuristic Graphic Interface,Bac+5 Dev VR & Jeux Vidéo,62,3,0,5,2023-10-22,2024-01-20,71.59259697102458,Le niveau de la formation ne correspondait pas à mes attentes.
user_311,Proactive demand-driven open system,Bac+3 Développement Web,46,5,0,4,2023-12-07,2024-01-04,68.1691626559894,Le niveau de la formation ne correspondait pas à mes attentes.
user_312,Profound static encryption,Bac+3 Développement Web,106,8,1,5,2023-05-30,2024-01-22,62.98044745639778,Contenu intéressant mais parfois trop dense.
user_313,Implemented exuding customer loyalty,Bac+5 Lead Développeur B-School by BNP Paribas,116,8,0,5,2023-09-12,2024-05-23,97.1749984379734,Le niveau de la formation ne correspondait pas à mes attentes.
user_314,Expanded zero administration structure,Bac+5 Lead Dev,66,4,0,4,2023-05-22,2024-02-06,87.77544356322097,Le rythme de la formation était trop rapide pour moi.
user_315,Ameliorated local capability,Bac+3 Développement Web,27,6,0,2,2023-11-02,2024-03-25,65.0783337886453,Le contenu était trop théorique et peu applicable en pratique.
user_316,Managed encompassing capacity,Bac+3 Développement Web,114,5,1,2,2023-07-18,2024-04-09,66.14649580450795,Les supports de cours manquaient de clarté.
user_317,Adaptive system-worthy paradigm,Bac+5 Dev VR & Jeux Vidéo,113,2,1,2,2023-09-19,2024-05-02,81.23826173893642,J'ai apprécié le contenu clair et structuré.
user_318,Right-sized object-oriented process improvement,Bac+5 Lead Dev,108,3,1,1,2023-08-15,2024-02-20,92.72539710128346,Le matériel pédagogique était obsolète.
user_319,Stand-alone methodical ability,Bac+3 Développement Web,75,1,1,2,2023-07-10,2024-02-15,68.57933023479782,La formation manquait d'interactivité et d'exemples concrets.
user_320,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,93,3,1,3,2023-09-01,2024-01-22,68.03004292758332,Le formateur n'était pas assez disponible pour répondre aux questions.
user_321,Centralized responsive capacity,Bac+5 Lead Dev,62,1,0,3,2023-03-03,2024-03-30,87.41941599175394,Le rythme de la formation était trop rapide pour moi.
user_322,Phased impactful productivity,Bac+5 Lead Développeur B-School by BNP Paribas,27,1,1,3,2023-04-08,2024-01-11,97.81877231601769,Les objectifs de la formation n'étaient pas clairement définis.
user_323,Managed encompassing capacity,Bac+5 Lead Dev,85,8,0,4,2023-08-19,2024-04-01,89.99386867063177,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_324,Managed encompassing capacity,Bac+3 Développement Web,58,4,0,2,2023-02-27,2024-03-08,57.9965243402977,Les supports de cours manquaient de clarté.
user_325,Phased impactful productivity,Bac+5 Dev VR & Jeux Vidéo,25,5,0,3,2023-01-10,2024-01-05,72.98229362868499,J'ai apprécié le contenu clair et structuré.
user_326,Expanded zero administration structure,Bac+5 Lead Dev,83,5,1,4,2023-11-18,2024-03-18,93.45036420342524,Les objectifs de la formation n'étaient pas clairement définis.
user_327,Managed encompassing capacity,Bac+5 Dev VR & Jeux Vidéo,54,5,0,5,2023-01-25,2024-01-09,83.81431618366642,Le formateur n'était pas assez disponible pour répondre aux questions.
user_328,Centralized responsive capacity,Bac+5 Lead Développeur B-School by BNP Paribas,7,9,0,2,2023-07-19,2024-01-18,96.07533312412671,Le niveau de la formation ne correspondait pas à mes attentes.
user_329,Stand-alone methodical ability,Bac+3 Développement Web,48,8,1,3,2023-06-30,2024-06-12,54.54043396016964,Les objectifs de la formation n'étaient pas clairement définis.
user_330,Self-enabling object-oriented process improvement,Bac+3 Développement Web,95,8,0,2,2023-05-15,2024-02-01,67.02276916627682,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_331,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,105,1,0,3,2023-08-03,2024-01-22,73.24281844375385,Support de cours très complet.
user_332,Triple-buffered asynchronous model,Bac+5 Lead Dev,111,6,0,2,2023-03-20,2024-01-25,89.7947997119852,Le contenu était trop théorique et peu applicable en pratique.
user_333,Adaptive system-worthy paradigm,Bac+5 Lead Dev,39,5,1,5,2023-01-02,2024-03-28,94.93409521806088,La formation était très enrichissante.
user_334,Team-oriented tangible array,Bac+5 Lead Dev,106,6,0,3,2023-12-04,2024-02-18,94.54128806043356,La formation était très enrichissante.
user_335,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,104,2,0,4,2023-02-03,2024-03-12,79.01382343861772,Le formateur n'était pas assez disponible pour répondre aux questions.
user_336,Profound static encryption,Bac+3 Développement Web,116,7,1,3,2023-11-11,2024-03-08,52.79288836714365,La formation était très enrichissante.
user_337,Ameliorated local capability,,106,7,0,4,2023-05-10,2024-01-06,95.98584033107534,Lorsque vous effectuez Edge.
user_338,Profound static encryption,Bac+3 Développement Web,97,3,0,1,2023-07-05,2024-01-03,52.05956779006335,Le niveau de la formation ne correspondait pas à mes attentes.
user_339,Triple-buffered asynchronous model,Bac+3 Développement Web,55,6,1,5,2023-03-21,2024-04-11,60.25450172597057,Les exercices pratiques m'ont beaucoup aidé.
user_340,Implemented exuding customer loyalty,Bac+5 Dev VR & Jeux Vidéo,102,6,0,5,2023-03-27,2024-06-13,76.65557288107576,La formation manquait d'interactivité et d'exemples concrets.
user_341,Adaptive system-worthy paradigm,Bac+3 Développement Web,57,2,1,5,2023-07-06,2024-01-12,68.85607767908783,La formation manquait d'interactivité et d'exemples concrets.
user_342,Right-sized object-oriented process improvement,Bac+3 Développement Web,62,1,1,4,2023-09-13,2024-01-25,69.14921608544563,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_343,Proactive demand-driven open system,Bac+3 Développement Web,32,7,0,3,2023-02-16,2024-03-27,53.88934872242142,"Bonne pédagogie, mais un peu trop rapide."
user_344,Team-oriented heuristic Graphic Interface,Bac+5 Lead Dev,18,7,1,4,2023-12-13,2024-01-26,90.57626443102964,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_345,Self-enabling object-oriented process improvement,Bac+5 Lead Dev,91,6,0,4,2023-02-07,2024-02-14,89.3586121493104,Très bon équilibre entre théorie et pratique.
user_346,Managed encompassing capacity,Bac+3 Développement Web,5,9,0,5,2023-12-12,2024-03-14,64.23347435499535,Les supports de cours manquaient de clarté.
user_347,Profound static encryption,Bac+5 Dev VR & Jeux Vidéo,109,9,1,4,2023-11-13,2024-05-07,80.96959900074503,Les objectifs de la formation n'étaient pas clairement définis.
user_348,Self-enabling object-oriented process improvement,Bac+3 Développement Web,99,8,0,3,2023-02-15,2024-04-04,54.930576508264366,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_349,Adaptive system-worthy paradigm,Bac+3 Développement Web,75,1,1,2,2023-02-24,2024-05-09,59.714843092519466,Contenu intéressant mais parfois trop dense.
user_350,Expanded didactic customer loyalty,Bac+3 Développement Web,47,6,1,4,2023-04-17,2024-03-01,52.68682804772026,Le matériel pédagogique était obsolète.
user_351,Centralized responsive capacity,Bac+5 Lead Développeur B-School by BNP Paribas,110,1,0,5,2023-11-26,2024-03-25,98.98727761888222,La formation a répondu à mes attentes.
user_352,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,104,8,1,3,2023-10-02,2024-02-15,73.69508780054272,Les objectifs de la formation n'étaient pas clairement définis.
user_353,Innovative upward-trending intranet,Bac+5 Lead Dev,51,3,1,3,2023-11-29,2024-01-22,92.83302913694789,Très bon équilibre entre théorie et pratique.
user_354,Managed encompassing capacity,Bac+5 Dev VR & Jeux Vidéo,107,4,1,4,2023-04-15,2024-04-10,81.2901420654058,Le niveau de la formation ne correspondait pas à mes attentes.
user_355,Ameliorated local capability,Bac+5 Lead Dev,118,8,0,4,2023-01-04,2024-06-04,94.730701126986,Le rythme de la formation était trop rapide pour moi.
user_356,Adaptive system-worthy paradigm,Bac+5 Dev VR & Jeux Vidéo,25,8,1,5,2023-02-13,2024-01-08,77.53291432364766,Contenu intéressant mais parfois trop dense.
user_357,Open-source bandwidth-monitored analyzer,Bac+5 Dev VR & Jeux Vidéo,53,8,0,1,2023-06-23,2024-04-20,80.49701212206855,Contenu intéressant mais parfois trop dense.
user_358,Team-oriented tangible array,Bac+5 Lead Dev,45,1,1,3,2023-01-30,2024-05-14,86.04285095502858,Le niveau de la formation ne correspondait pas à mes attentes.
user_359,Expanded zero administration structure,Bac+3 Développement Web,61,8,0,3,2023-04-12,2024-06-05,66.17360367953086,Très bon équilibre entre théorie et pratique.
user_360,Front-line next generation solution,Bac+5 Dev VR & Jeux Vidéo,24,8,0,3,2023-07-28,2024-01-05,79.49580335223828,J'ai apprécié le contenu clair et structuré.
user_361,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,29,8,0,3,2023-01-04,2024-04-07,68.95790182142122,Les objectifs de la formation n'étaient pas clairement définis.
user_362,Triple-buffered asynchronous model,Bac+3 Développement Web,25,3,1,4,2023-07-02,2024-02-09,57.68957087191615,Les objectifs de la formation n'étaient pas clairement définis.
user_363,Right-sized object-oriented process improvement,Bac+5 Lead Dev,100,7,1,5,2023-03-18,2024-03-02,89.50340952717092,Les objectifs de la formation n'étaient pas clairement définis.
user_364,Phased impactful productivity,Bac+3 Développement Web,99,5,1,5,2023-10-23,2024-01-03,61.509054911313896,Les exercices pratiques m'ont beaucoup aidé.
user_365,Phased impactful productivity,Bac+3 Développement Web,102,6,0,1,2023-03-11,2024-02-18,58.6841016083618,Très bon équilibre entre théorie et pratique.
user_366,Ameliorated local capability,Bac+5 Dev VR & Jeux Vidéo,84,1,0,4,2023-09-27,2024-04-21,74.22036583608349,Les exercices pratiques m'ont beaucoup aidé.
user_367,Expanded didactic customer loyalty,Bac+5 Lead Dev,106,6,0,2,2023-11-17,2024-06-02,87.37489985645988,Les objectifs de la formation n'étaient pas clairement définis.
user_368,Team-oriented heuristic Graphic Interface,,110,3,0,2,2023-02-12,2024-04-25,70.71901019011342,Poids Si l'été ajoute de la musique Acheter.
user_369,Profound static encryption,Bac+3 Développement Web,81,8,1,2,2023-02-19,2024-04-03,65.9619771008037,Le matériel pédagogique était obsolète.
user_370,Profound static encryption,Bac+5 Dev VR & Jeux Vidéo,35,4,0,5,2023-05-10,2024-03-30,73.39495305768041,Les supports de cours manquaient de clarté.
user_371,Stand-alone methodical ability,,17,2,0,2,2023-08-02,2024-03-10,95.7498401639167,Mot Ils attendent un objectif près de ces autorités.
user_372,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,14,2,1,2,2023-01-30,2024-03-02,52.85839964866382,Les exercices pratiques m'ont beaucoup aidé.
user_373,Right-sized object-oriented process improvement,Bac+5 Lead Dev,31,4,0,3,2023-03-31,2024-04-28,90.56620857733716,J'ai apprécié le contenu clair et structuré.
user_374,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,70,8,0,3,2023-01-21,2024-03-02,79.90831903718292,Le niveau de la formation ne correspondait pas à mes attentes.
user_375,Triple-buffered asynchronous model,Bac+5 Lead Dev,118,8,0,2,2023-12-31,2024-04-09,92.3709951299891,Le matériel pédagogique était obsolète.
user_376,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,7,8,0,2,2023-02-07,2024-06-03,73.49156508667774,Le matériel pédagogique était obsolète.
user_377,Innovative upward-trending intranet,Bac+5 Lead Dev,9,8,0,1,2023-12-08,2024-04-16,87.77448046119824,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_378,Ameliorated local capability,Bac+5 Lead Dev,33,4,1,4,2023-10-26,2024-02-16,94.45145830469448,Le rythme de la formation était trop rapide pour moi.
user_379,Expanded zero administration structure,Bac+5 Dev VR & Jeux Vidéo,57,1,1,4,2023-05-20,2024-02-19,72.14515090264653,La formation manquait d'interactivité et d'exemples concrets.
user_380,Team-oriented tangible array,Bac+5 Dev VR & Jeux Vidéo,101,3,0,4,2023-07-24,2024-03-20,80.98412764609216,Le rythme de la formation était trop rapide pour moi.
user_381,Implemented exuding customer loyalty,Bac+5 Lead Dev,40,1,0,2,2023-11-12,2024-02-23,87.68291268024598,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_382,Front-line next generation solution,Bac+3 Développement Web,94,8,0,3,2023-06-06,2024-05-28,60.980925181240174,Le matériel pédagogique était obsolète.
user_383,Stand-alone methodical ability,Bac+3 Développement Web,108,9,0,5,2023-09-09,2024-04-20,64.27401504027014,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_384,Ameliorated local capability,Bac+3 Développement Web,105,3,0,4,2023-07-05,2024-05-08,52.16167036961716,Le rythme de la formation était trop rapide pour moi.
user_385,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,117,1,1,2,2023-02-21,2024-02-27,80.73454299465342,Les objectifs de la formation n'étaient pas clairement définis.
user_386,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,108,2,0,3,2023-07-30,2024-02-10,78.88898871922973,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_387,Team-oriented tangible array,Bac+3 Développement Web,59,8,0,1,2023-12-09,2024-01-30,67.02054630479067,"Bonne pédagogie, mais un peu trop rapide."
user_388,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,33,9,1,4,2023-01-12,2024-06-10,75.73260512867805,La formation a répondu à mes attentes.
user_389,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,59,7,0,4,2023-09-03,2024-05-30,71.48393512456545,Contenu intéressant mais parfois trop dense.
user_390,Proactive demand-driven open system,Bac+3 Développement Web,58,4,1,1,2023-06-22,2024-01-22,64.92474955557174,Les objectifs de la formation n'étaient pas clairement définis.
user_391,Triple-buffered asynchronous model,Bac+3 Développement Web,78,9,0,4,2023-06-05,2024-04-09,58.4879180594109,Contenu intéressant mais parfois trop dense.
user_392,Managed encompassing capacity,Bac+5 Dev VR & Jeux Vidéo,79,2,0,3,2023-12-07,2024-04-05,84.08696614866534,Le contenu était trop théorique et peu applicable en pratique.
user_393,Expanded zero administration structure,Bac+3 Développement Web,77,4,0,3,2023-06-29,2024-02-26,67.98379835799332,La formation était très enrichissante.
user_394,Proactive demand-driven open system,Bac+3 Développement Web,80,7,1,5,2023-03-06,2024-01-17,57.331502685331785,Le niveau de la formation ne correspondait pas à mes attentes.
user_395,Proactive demand-driven open system,Bac+3 Développement Web,44,6,0,4,2023-12-23,2024-03-06,67.71938858709451,J'ai apprécié le contenu clair et structuré.
user_396,Open-source bandwidth-monitored analyzer,Bac+3 Développement Web,31,7,1,2,2023-04-16,2024-01-23,60.47709364196858,Support de cours très complet.
user_397,Implemented exuding customer loyalty,Bac+3 Développement Web,62,4,1,5,2023-03-04,2024-02-09,60.22256076999773,Le formateur était très compétent.
user_398,Team-oriented heuristic Graphic Interface,,16,1,0,4,2023-06-04,2024-02-15,95.2682468207256,L'esprit blanc son temps pensait le montant du programme de la ville.
user_399,Innovative upward-trending intranet,Bac+5 Dev VR & Jeux Vidéo,68,7,1,4,2023-10-14,2024-03-20,77.04266761123985,Les supports de cours manquaient de clarté.
user_400,Adaptive system-worthy paradigm,Bac+5 Lead Dev,77,6,1,1,2023-04-30,2024-05-06,94.18431138823672,Les objectifs de la formation n'étaient pas clairement définis.
user_401,Managed encompassing capacity,Bac+3 Développement Web,41,5,1,3,2023-05-11,2024-03-12,69.4521518905723,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_402,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,115,2,1,4,2023-02-09,2024-01-03,75.53738542004152,La formation a répondu à mes attentes.
user_403,Implemented exuding customer loyalty,Bac+5 Lead Développeur B-School by BNP Paribas,103,4,1,5,2023-01-16,2024-03-13,96.07545910394734,"Bonne pédagogie, mais un peu trop rapide."
user_404,Re-contextualized encompassing project,Bac+3 Développement Web,82,2,0,5,2023-04-25,2024-03-16,59.37331880146622,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_405,Proactive demand-driven open system,,15,3,0,5,2023-04-28,2024-02-04,70.43453762879469,En particulier la télévision dans le côté oui.
user_406,Expanded zero administration structure,Bac+3 Développement Web,52,9,0,4,2023-09-26,2024-03-26,60.99433812299813,Très bon équilibre entre théorie et pratique.
user_407,Self-enabling object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,52,3,1,2,2023-05-13,2024-04-17,77.78552356043349,Support de cours très complet.
user_408,Innovative upward-trending intranet,Bac+5 Lead Dev,105,4,1,4,2023-11-11,2024-02-10,89.7848279790187,Très bon équilibre entre théorie et pratique.
user_409,Phased impactful productivity,Bac+3 Développement Web,18,2,1,1,2023-12-20,2024-04-18,53.50501668578433,Le rythme de la formation était trop rapide pour moi.
user_410,Stand-alone methodical ability,Bac+3 Développement Web,63,5,1,1,2023-02-10,2024-05-22,66.05369954976534,Le contenu était trop théorique et peu applicable en pratique.
user_411,Expanded didactic customer loyalty,Bac+5 Lead Développeur B-School by BNP Paribas,38,8,0,2,2023-06-12,2024-04-21,99.1517209242038,"Bonne pédagogie, mais un peu trop rapide."
user_412,Managed encompassing capacity,Bac+5 Dev VR & Jeux Vidéo,79,3,1,4,2023-03-02,2024-01-18,78.37111722010715,Le formateur était très compétent.
user_413,Team-oriented tangible array,Bac+5 Lead Développeur B-School by BNP Paribas,46,4,1,1,2023-03-18,2024-02-22,96.48912829905711,Le formateur était très compétent.
user_414,Proactive demand-driven open system,Bac+5 Lead Développeur B-School by BNP Paribas,45,4,0,4,2023-10-31,2024-05-30,98.5131147573878,Les objectifs de la formation n'étaient pas clairement définis.
user_415,Expanded didactic customer loyalty,Bac+5 Dev VR & Jeux Vidéo,93,4,1,5,2023-03-28,2024-03-11,81.99918992017291,Les supports de cours manquaient de clarté.
user_416,Profound static encryption,Bac+3 Développement Web,114,2,1,4,2023-11-20,2024-03-20,59.39228778309118,Les objectifs de la formation n'étaient pas clairement définis.
user_417,Triple-buffered asynchronous model,Bac+3 Développement Web,21,1,0,5,2023-05-18,2024-04-20,63.71828878115039,Support de cours très complet.
user_418,Team-oriented tangible array,Bac+3 Développement Web,67,4,1,5,2023-03-09,2024-06-10,54.7825733829976,J'ai apprécié le contenu clair et structuré.
user_419,Centralized responsive capacity,Bac+5 Dev VR & Jeux Vidéo,72,5,0,3,2023-02-07,2024-05-12,75.70690516126776,Le matériel pédagogique était obsolète.
user_420,Expanded zero administration structure,Bac+5 Lead Développeur B-School by BNP Paribas,113,9,0,2,2023-05-24,2024-06-09,99.81793746135864,La formation manquait d'interactivité et d'exemples concrets.
user_421,Open-source bandwidth-monitored analyzer,Bac+5 Lead Dev,72,3,0,2,2023-07-12,2024-03-22,90.6211985596304,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_422,Expanded zero administration structure,,40,1,1,3,2023-06-16,2024-01-06,95.51348449582956,HISTORY Père acheter score final Wind Western.
user_423,Re-contextualized encompassing project,Bac+3 Développement Web,116,5,0,3,2023-05-29,2024-04-20,60.94936951504792,La durée de la formation était insuffisante pour couvrir tous les sujets.
user_424,Right-sized object-oriented process improvement,Bac+5 Dev VR & Jeux Vidéo,116,8,1,3,2023-10-30,2024-03-08,74.73837186624642,La formation était très enrichissante.
user_425,Centralized responsive capacity,Bac+5 Lead Dev,70,5,0,4,2023-07-11,2024-06-03,87.87780311947,La formation était très enrichissante.
user_426,Implemented exuding customer loyalty,Bac+5 Lead Dev,50,5,1,2,2023-12-30,2024-05-26,93.4589950429268,Le rythme de la formation était trop rapide pour moi.
user_427,Phased impactful productivity,Bac+5 Lead Dev,117,3,0,4,2023-02-05,2024-05-22,91.39223694981231,Le niveau de la formation ne correspondait pas à mes attentes.
user_428,Open-source bandwidth-monitored analyzer,Bac+5 Dev VR & Jeux Vidéo,111,7,0,3,2023-08-16,2024-02-13,71.86045033777404,La formation a répondu à mes attentes.
user_429,Re-contextualized encompassing project,Bac+5 Lead Dev,113,8,1,1,2023-08-19,2024-06-13,88.6707908280919,Les supports de cours manquaient de clarté.
user_430,Triple-buffered asynchronous model,Bac+5 Lead Développeur B-School by BNP Paribas,44,7,0,5,2023-05-26,2024-03-02,99.84563454504864,Très bon équilibre entre théorie et pratique.
user_431,Expanded zero administration structure,Bac+5 Dev VR & Jeux Vidéo,14,1,0,2,2023-09-12,2024-04-19,77.26897101024448,Le matériel pédagogique était obsolète.
user_432,Re-contextualized encompassing project,Bac+3 Développement Web,19,9,1,2,2023-03-04,2024-05-09,51.72216089353552,La formation a répondu à mes attentes.
user_433,Re-contextualized encompassing project,Bac+5 Dev VR & Jeux Vidéo,110,5,1,4,2023-08-22,2024-02-20,81.3081994038299,Support de cours très complet.
user_434,Triple-buffered asynchronous model,Bac+3 Développement Web,19,6,1,5,2023-11-18,2024-03-28,56.06550124262158,Le niveau de la formation ne correspondait pas à mes attentes.
user_435,Ameliorated local capability,Bac+5 Lead Dev,114,7,1,3,2023-11-10,2024-03-06,86.82363450645808,Le contenu était trop théorique et peu applicable en pratique.
user_436,Phased impactful productivity,Bac+3 Développement Web,46,4,0,1,2023-08-12,2024-01-08,55.00085536371754,Les exercices pratiques n'étaient pas suffisamment stimulants.
user_437,Implemented exuding customer loyalty,Bac+3 Développement Web,117,6,0,2,2023-06-30,2024-02-03,57.49514244789392,Le contenu était trop théorique et peu applicable en pratique.
user_438,Team-oriented heuristic Graphic Interface,Bac+3 Développement Web,85,2,0,2,2023-01-24,2024-06-10,52.89187334449654,"Bonne pédagogie, mais un peu trop rapide."
user_439,Expanded didactic customer loyalty,Bac+3 Développement Web,35,6,0,2,2023-09-14,2024-06-05,56.39981876116378,La formation était très enrichissante.
user_440,Innovative upward-trending intranet,,93,4,1,3,2023-12-10,2024-03-15,85.82686246378256,Agent de sauvegarde souvent libre.
user_441,Self-enabling object-oriented process improvement,Bac+3 Développement Web,96,2,0,4,2023-09-14,2024-06-01,66.79459660223056,La formation était très enrichissante.
